	class_count	expression_avg	happy_avg	stu_count	tea_id	tags
5844	15	374.2666667	0.147927183	6	34310193	[]
5845	11	268.8181818	0.112000548	5	16083025	[]
5846	9	285.7777778	0.042194438	7	36137687	[]
5848	11	320.9090909	0.068978702	9	29559313	[]
5849	18	271.1111111	0.118313277	14	25128440	[]
5850	7	281.2857143	0.078446493	6	6286183	[]
5852	7	193.8571429	0.036494375	4	8136757	[]
5854	10	241.2	0.078348695	4	6900914	[]
5855	7	165.2857143	0.042700557	4	35802192	[]
5856	7	308.5714286	0.054300694	5	37423757	[]
5857	15	220.2666667	0.026898713	5	6746724	[]
5859	6	266.6666667	0.047920913	4	23163029	[]
5862	6	220	0.044254388	5	10731901	[]
5863	18	222.8333333	0.055551262	10	14249810	[]
5864	8	340.625	0.027397969	6	30946148	[]
5866	12	283.8333333	0.067630651	6	23920027	[]
5870	10	278.7	0.045286515	8	24540394	[]
5871	14	408.0714286	0.029084337	6	2123794	[]
5873	7	265	0.082299649	7	9923039	[]
5874	9	350.1111111	0.040021098	5	2293857	[]
5880	9	234.2222222	0.149984218	8	37926670	[]
5881	13	263.5384615	0.16205058	7	25780767	[]
5882	12	186.5	0.064730315	7	35660592	[]
5883	18	165.8888889	0.049728529	9	31084781	[]
5884	8	209.25	0.040710776	4	19178690	[]
5886	14	234.5714286	0.160269836	10	30040962	[]
5887	18	181.3333333	0.055797067	7	35706046	[]
5890	24	282.7083333	0.094983574	16	27603982	[]
5891	9	266.5555556	0.027067014	5	36689785	[]
5892	6	278.5	0.152669936	5	2638324	[]
5894	11	186.5454545	0.083194791	10	36476356	[]
5895	12	210.5	0.051717017	10	9691696	[]
5896	9	231.8888889	0.074487257	6	23860029	[]
5897	18	262.1111111	0.108438624	12	23789793	[]
5899	7	290.8571429	0.115771349	5	17749672	[]
5901	9	451.8888889	0.028844017	6	7667783	[]
5903	19	367.1578947	0.047092704	8	2705488	[]
5906	32	192.75	0.060470844	18	17240112	[]
5907	13	123.2307692	0.090997639	7	29322283	['enhance_expression']
5910	7	257.7142857	0.051344819	5	4521857	[]
5911	11	187.1818182	0.073246548	6	33803903	[]
5912	9	415.7777778	0.012661784	4	31676739	['enhance_happyness']
5913	7	217.5714286	0.128508564	6	24601323	[]
5918	16	342.25	0.060004832	10	30430154	[]
5919	33	171.3636364	0.061584093	11	20087585	[]
5921	14	187.8571429	0.075904327	13	6680267	[]
5924	12	208.6666667	0.092225073	6	17772420	[]
5925	10	170.9	0.097826642	7	37799489	[]
5926	22	222.1818182	0.100347147	9	19540723	[]
5929	19	244.5263158	0.083598343	11	35783029	[]
5931	24	210.2083333	0.036104282	12	10710418	[]
5932	13	208.6923077	0.066347882	10	6962115	[]
5940	14	299.4285714	0.089307709	4	10762085	[]
5942	12	575.1666667	0.093114972	7	15915680	[]
5945	9	252.2222222	0.120195791	7	22546831	[]
5946	9	359.8888889	0.070260628	5	34415073	[]
5947	29	198.5172414	0.064410418	12	18024387	[]
5948	15	189.8	0.070386874	11	34579627	[]
5949	7	329	0.12788513	5	34478180	[]
5952	7	171.5714286	0.13978114	5	30350334	[]
5955	11	282.9090909	0.06185894	5	17494028	[]
5956	9	268	0.14590894	7	33910474	[]
5958	36	264.5555556	0.086002525	19	34015797	[]
5959	9	192.7777778	0.07118618	5	3516195	[]
5960	11	287.4545455	0.142888252	4	19795977	[]
5964	13	243.3076923	0.045140864	9	31009228	[]
5965	12	238.6666667	0.0560434	6	16774528	[]
5966	12	119.4166667	0.059130241	6	31935152	['enhance_expression']
5967	6	147.3333333	0.110142865	5	34211028	[]
5969	9	228.6666667	0.089416967	6	26326103	[]
5971	6	209.1666667	0.080202231	4	10763993	[]
5972	12	207.75	0.076057635	8	26829236	[]
5973	23	285.0869565	0.071811452	9	11754088	[]
5975	18	327	0.09353823	10	33782864	[]
5976	9	201.8888889	0.040666246	5	34297255	[]
5977	20	320.45	0.061881332	13	31746604	[]
5982	19	219	0.078986201	12	7706078	[]
5984	14	258.8571429	0.052883577	11	9700673	[]
5986	14	218.6428571	0.104059751	5	23600127	[]
5989	9	190.3333333	0.169006568	4	7162634	[]
5990	11	245.0909091	0.019600924	4	12657408	['enhance_happyness']
5992	9	306.8888889	0.127979974	6	25715464	[]
5994	25	285.8	0.061954567	13	28303892	[]
5996	8	191.5	0.142889896	5	25664066	[]
5997	7	359.5714286	0.101099119	5	35471486	[]
5999	14	245.7142857	0.059650472	5	13706361	[]
6000	39	268.2051282	0.051883848	14	33038737	[]
6003	15	202.3333333	0.028802942	6	31807061	[]
6005	17	235.0588235	0.162676524	11	30373245	[]
6006	16	229.75	0.099270101	8	27067331	[]
6010	10	400.4	0.103379632	9	13440620	[]
6011	27	212.8888889	0.054910331	12	30283190	[]
6012	13	386.9230769	0.079481516	9	34106101	[]
6014	13	171.9230769	0.062906619	6	29470778	[]
6015	25	271.52	0.160146374	13	10247366	[]
6016	15	256.1333333	0.102277645	11	8052691	[]
6020	34	260.3823529	0.082690871	22	31067090	[]
6022	15	279.9333333	0.092732212	10	28757257	[]
6023	6	365.8333333	0.083375123	5	35418680	[]
6024	6	288.6666667	0.092875308	4	30376151	[]
6025	11	322.2727273	0.036932193	5	33532209	[]
6026	15	158.2666667	0.157652986	5	37413246	[]
6029	9	347.2222222	0.082909291	5	13277444	[]
6032	22	283.2727273	0.120206402	11	38098170	[]
6036	20	229	0.052249077	9	29939403	[]
6037	21	214.2857143	0.072557206	5	16776389	[]
6043	9	217.7777778	0.077540295	4	29510901	[]
6044	11	350.5454545	0.061574206	7	24433578	[]
6047	8	269.25	0.0625065	4	31276489	[]
6049	16	224.25	0.058027624	5	15499928	[]
6050	35	241.9142857	0.06965625	8	11778596	[]
6051	13	288.8461538	0.096572294	7	21261715	[]
6054	8	182.75	0.123755946	5	34445596	[]
6056	18	227.3333333	0.091092361	14	17018789	[]
6058	10	253.8	0.059910626	5	10381980	[]
6059	24	197.7083333	0.096787837	15	36661289	[]
6060	8	240.375	0.05527016	7	13357015	[]
6061	9	203.8888889	0.05109095	7	25565739	[]
6062	12	228.3333333	0.054306901	6	29774002	[]
6063	10	178.9	0.080989708	7	6035794	[]
6064	7	216.4285714	0.108384065	4	36816820	[]
6065	27	300.3333333	0.061931302	13	34391155	[]
6067	9	243	0.064421713	7	20260282	[]
6068	10	238.8	0.087496937	5	13422999	[]
6071	19	263.6842105	0.1043367	10	33565626	[]
6072	6	213.6666667	0.057385639	5	5331057	[]
6073	9	185.3333333	0.096915288	4	8106453	[]
6074	14	234.7142857	0.098968529	7	10495704	[]
6075	13	225.6923077	0.079777389	9	6000149	[]
6077	12	252.9166667	0.089278131	8	23859161	[]
6078	21	361.3809524	0.075042272	13	38068131	[]
6079	11	211.7272727	0.082567761	5	19074207	[]
6080	6	263.5	0.14229492	5	16517742	[]
6081	22	240.4090909	0.071466641	15	27708432	[]
6085	24	232	0.017447346	5	13768523	['enhance_happyness']
6087	14	258.8571429	0.078957787	5	29971910	[]
6088	6	218	0.03988922	6	30475374	[]
6089	11	206.9090909	0.116642147	5	17034123	[]
6090	12	164.6666667	0.087815397	8	34333529	[]
6091	13	186.4615385	0.0852805	7	8663811	[]
6092	10	209	0.080386565	6	9886957	[]
6094	10	254.2	0.118656015	7	35956445	[]
6096	10	200.1	0.096598119	4	35889185	[]
6097	9	301.6666667	0.059701069	5	29946465	[]
6098	13	275.0769231	0.045236814	7	29900689	[]
6100	10	211	0.053377197	8	3640718	[]
6103	11	190.9090909	0.092354513	11	35550397	[]
6105	8	289.75	0.063771206	4	4619863	[]
6106	21	229.6190476	0.084372613	12	18276891	[]
6107	8	246.5	0.096442875	6	3422594	[]
6108	7	180.2857143	0.077904608	7	36618610	[]
6116	12	152.0833333	0.034834854	5	26670458	[]
6117	17	281.7058824	0.038753111	8	36065781	[]
6118	14	219.2142857	0.114089118	10	20833604	[]
6120	12	276.6666667	0.032433501	8	30194865	[]
6122	7	226.7142857	0.183895665	6	7904662	[]
6123	7	391.8571429	0.041141465	7	35200622	[]
6125	9	164.3333333	0.117030528	6	25468562	[]
6127	12	174.0833333	0.068298431	6	35143961	[]
6128	42	249.2380952	0.051496819	23	28998965	[]
6130	18	182.9444444	0.076238872	6	12131810	[]
6131	20	265.95	0.098306945	4	4008502	[]
6132	7	408.7142857	0.108571819	6	27604369	[]
6134	12	328.3333333	0.100902601	7	13213995	[]
6138	18	266.3333333	0.06646447	9	13441336	[]
6141	10	260.4	0.116095425	7	10763138	[]
6142	17	293.9411765	0.082467136	8	29604494	[]
6144	33	176.7878788	0.068510515	15	24041478	[]
6145	17	241.8823529	0.076264681	4	10488795	[]
6146	19	159.8421053	0.07256958	9	33744822	[]
6147	16	233.75	0.050446027	6	7265554	[]
6148	11	211.5454545	0.0343712	8	14446612	[]
6154	16	229.9375	0.076881128	11	33611436	[]
6156	10	243.8	0.113449458	5	33869772	[]
6160	10	346.6	0.010417764	5	18731291	['enhance_happyness']
6161	6	420.3333333	0.05100418	4	13089682	[]
6165	18	238.7222222	0.110349057	4	24215422	[]
6166	9	266.5555556	0.095948492	7	24760060	[]
6167	11	151.8181818	0.056792135	4	2459506	[]
6168	15	321.8666667	0.0654501	9	28070083	[]
6170	17	371.7647059	0.140038542	11	33480580	[]
6171	40	267.825	0.077352386	16	21742987	[]
6172	11	339.1818182	0.054029657	8	15918259	[]
6174	33	210.1515152	0.093217462	10	10282317	[]
6175	21	265.4761905	0.090222099	15	33946166	[]
6178	11	465.6363636	0.109784316	4	38062782	[]
6179	6	339.1666667	0.096595751	6	38485822	[]
6184	18	168.8888889	0.165822814	11	38112542	[]
6185	16	215.3125	0.046166265	5	25130890	[]
6186	15	239.8	0.05583155	9	21382582	[]
6187	34	261.5294118	0.060225689	21	20627084	[]
6188	10	284.4	0.113534386	5	29836351	[]
6192	13	216.0769231	0.056991842	6	25479438	[]
6196	14	278.5	0.10175598	11	24316494	[]
6197	6	362.5	0.069662948	5	9313761	[]
6198	8	183.125	0.136527437	6	5166629	[]
6202	15	248.5333333	0.138819974	7	35698219	[]
6203	7	260	0.11588815	6	17346423	[]
6204	36	286.1944444	0.087790072	17	34416314	[]
6211	7	142.1428571	0.044351427	5	6590367	[]
6212	11	239.0909091	0.082540839	7	34124473	[]
6213	14	152.9285714	0.055201121	7	36270417	[]
6214	26	328.1538462	0.083482844	10	19952087	[]
6221	8	162.875	0.11386195	4	11945911	[]
6222	18	195.5555556	0.061433073	8	27482136	[]
6224	11	226.0909091	0.08237707	4	4596716	[]
6227	29	154	0.111313306	15	18969078	[]
6228	10	185.8	0.101858519	8	39466128	[]
6229	12	229.4166667	0.060739548	4	18904531	[]
6230	7	297.1428571	0.085535777	6	40115732	[]
6232	25	286.64	0.106601359	16	36132925	[]
6236	8	232.25	0.089170601	7	5592979	[]
6238	6	292	0.140516968	4	8076252	[]
6239	8	151.5	0.082062398	5	36572033	[]
6246	7	309	0.056678995	6	36956613	[]
6248	10	269.2	0.048490018	6	3154406	[]
6250	14	300.4285714	0.086312915	5	16772801	[]
6251	11	369.3636364	0.020754984	5	28951915	[]
6252	11	178.5454545	0.063763113	7	29174438	[]
6253	7	257.7142857	0.129767425	4	8147076	[]
6257	7	352.2857143	0.119218094	4	3474287	[]
6259	7	285.7142857	0.086427584	4	29368078	[]
6261	9	218.4444444	0.068412596	7	16772735	[]
6262	18	265.5555556	0.148056134	13	35389373	[]
6264	9	358.2222222	0.06445247	9	1117114	[]
6265	37	302.8648649	0.049537613	14	11017484	[]
6270	11	235.9090909	0.100631425	5	22219849	[]
6271	12	223.6666667	0.040765039	7	29222599	[]
6274	12	235.8333333	0.078087603	8	7832988	[]
6275	8	212.25	0.131733211	4	26884040	[]
6277	9	288.8888889	0.03331841	7	16893107	[]
6278	6	212.8333333	0.126735752	4	37071599	[]
6281	19	293.7894737	0.104519956	8	36173534	[]
6282	11	295.3636364	0.072982543	4	12237305	[]
6283	10	176.2	0.033935213	5	36957465	[]
6285	18	247.8888889	0.086440388	7	27243246	[]
6286	11	228.8181818	0.080964613	8	31244116	[]
6287	19	291.7368421	0.126544029	7	1235254	[]
6291	11	187.4545455	0.072385188	8	19985143	[]
6293	10	230.1	0.072374394	5	28275463	[]
6294	9	396	0.154818256	5	30953379	[]
6299	7	193.1428571	0.067064654	6	35767037	[]
6302	10	286.9	0.080681683	7	17039668	[]
6307	9	277.8888889	0.050127566	5	28561636	[]
6311	18	276.1111111	0.062655179	10	15212721	[]
6313	19	332.7894737	0.050167623	10	26781206	[]
6316	18	251.5	0.085105293	14	22369951	[]
6317	21	222.2380952	0.044957	6	13157687	[]
6325	12	160.6666667	0.081311307	11	13850759	[]
6328	10	234.4	0.076954483	4	36336230	[]
6330	32	272.6875	0.064792028	11	27984956	[]
6331	8	222.125	0.070982066	7	29937663	[]
6334	28	332.0357143	0.12070273	20	31041818	[]
6335	16	293.8125	0.024139329	10	34360443	[]
6336	17	251.9411765	0.05242168	10	29837148	[]
6338	13	139.0769231	0.08601677	5	12806957	[]
6339	26	194.7307692	0.113840847	13	35636215	[]
6341	10	186.4	0.101511835	6	25033637	[]
6350	17	268.8235294	0.109913221	13	8079744	[]
6351	8	300.5	0.113007856	4	35661145	[]
6354	7	285	0.113604511	6	35284805	[]
6355	9	169.5555556	0.074162456	6	37170449	[]
6356	14	351.9285714	0.12146025	5	14445863	[]
6357	18	242.8333333	0.067578277	10	15500412	[]
6358	7	171.5714286	0.078738848	5	36957590	[]
6359	13	98	0.105951135	5	3311233	['enhance_expression']
6361	13	281.3076923	0.076376954	5	34559727	[]
6365	13	302.9230769	0.056262665	4	5953073	[]
6367	11	160.4545455	0.101163913	8	11095490	[]
6369	20	204.05	0.085633739	8	24043434	[]
6371	21	247.4285714	0.052712695	14	26367533	[]
6372	9	175.2222222	0.078471269	7	34781394	[]
6373	12	144.1666667	0.037457388	6	27103270	[]
6374	9	232.5555556	0.070803831	4	29908017	[]
6376	8	299.875	0.079866376	6	37425938	[]
6377	9	282.8888889	0.076936661	7	30874152	[]
6378	9	346.8888889	0.088702279	4	32483889	[]
6383	8	168.75	0.13180627	5	37212822	[]
6384	6	153.8333333	0.124686769	5	28395712	[]
6386	16	371.4375	0.117285328	9	34818128	[]
6388	26	220.6923077	0.099449709	6	2113436	[]
6391	24	264.9583333	0.068550138	7	37424535	[]
6393	8	268.875	0.099666994	6	25616397	[]
6397	14	330.0714286	0.063623164	8	7638601	[]
6398	9	203.8888889	0.055700475	5	17724564	[]
6399	7	295.7142857	0.060309297	4	34579161	[]
6407	20	124.95	0.048494682	8	13091432	['enhance_expression']
6408	12	217.5833333	0.056052173	9	6140782	[]
6409	16	255.3125	0.066897799	9	30193745	[]
6410	12	230.3333333	0.124458024	10	34761425	[]
6412	7	211.2857143	0.070667253	4	9765060	[]
6413	16	176.8125	0.060694115	9	28027103	[]
6417	15	155.8666667	0.094494851	9	29323189	[]
6418	6	195.1666667	0.052121447	5	16428146	[]
6419	8	197.625	0.082082979	5	37241531	[]
6421	6	266.3333333	0.054368015	5	35776111	[]
6422	12	282	0.011948214	4	30651711	['enhance_happyness']
6429	28	178.3928571	0.094850329	13	24593469	[]
6430	16	310.75	0.126735345	11	37573074	[]
6431	9	279.5555556	0.083815448	8	37978304	[]
6432	8	265.625	0.082986019	7	6833772	[]
6433	11	257.6363636	0.120091952	7	27934931	[]
6435	21	254.5714286	0.046189666	11	33368009	[]
6440	11	214.1818182	0.070628759	6	25342248	[]
6442	13	209.6923077	0.040372426	7	22913099	[]
6444	23	187.4347826	0.07318272	11	5701818	[]
6445	16	156.625	0.076731473	10	35472616	[]
6447	12	224	0.04112462	4	29275251	[]
6448	7	188.8571429	0.03777423	4	23984314	[]
6449	8	398	0.08478335	5	37307091	[]
6451	10	374.5	0.114505043	8	29940426	[]
6453	9	163.6666667	0.097862965	6	28516603	[]
6454	9	282	0.072268102	4	11013678	[]
6456	9	286	0.033868686	5	3847298	[]
6460	10	285.7	0.040375771	6	35508407	[]
6462	21	225.4285714	0.100002437	11	30484386	[]
6464	16	281.3125	0.098684164	9	37395689	[]
6465	16	253.1875	0.1029245	8	17459500	[]
6466	16	507.625	0.087333739	5	31567970	[]
6468	20	272.8	0.055777892	12	3230968	[]
6470	11	292.6363636	0.107556468	9	14212341	[]
6471	6	169.5	0.036313183	6	28707934	[]
6472	10	277	0.054644445	9	8112302	[]
6476	12	304.0833333	0.056987019	8	8922627	[]
6481	21	270.4285714	0.105311677	8	24947385	[]
6483	7	256.4285714	0.089228286	6	33905863	[]
6485	6	187.8333333	0.072677314	5	22204583	[]
6486	17	220.7058824	0.069971126	5	13769052	[]
6487	14	199.7142857	0.080830953	5	13320437	[]
6490	15	276.2	0.066926286	12	37720771	[]
6491	19	289.6315789	0.095613771	15	25667169	[]
6492	19	274.0526316	0.049347353	9	27658643	[]
6495	20	212.55	0.070092216	12	28302217	[]
6496	17	199.3529412	0.148437521	12	15002083	[]
6497	14	237.2142857	0.101603089	11	35544553	[]
6498	10	272.2	0.134418716	10	38003772	[]
6501	12	217.9166667	0.056349566	7	37377004	[]
6502	6	138.6666667	0.084462465	5	26827931	[]
6503	22	232.6818182	0.134272622	17	35746653	[]
6505	7	216.2857143	0.13414803	5	16240738	[]
6508	8	224.375	0.062867673	8	35658357	[]
6510	9	388.5555556	0.040412427	5	5758802	[]
6511	7	215	0.049999136	6	3866910	[]
6512	21	252.9047619	0.098252336	16	29749915	[]
6513	6	442.3333333	0.058128887	6	29908813	[]
6514	11	198.3636364	0.076978413	7	2403442	[]
6518	15	205.8666667	0.113516456	5	28305624	[]
6520	6	205.3333333	0.086521685	4	22616451	[]
6521	10	261.3	0.063650059	4	31938045	[]
6524	13	180.6153846	0.114185517	5	33587632	[]
6525	26	267.1538462	0.034391472	11	29680045	[]
6526	7	316.5714286	0.073299381	4	34810871	[]
6528	30	195.9666667	0.053348639	13	35899750	[]
6529	15	208.6	0.052252535	10	29836503	[]
6531	8	311.375	0.046338987	4	22228165	[]
6533	6	251	0.065981488	6	10219407	[]
6534	9	161.5555556	0.069989061	6	30076805	[]
6536	11	211.9090909	0.130041143	8	36780846	[]
6538	10	354.7	0.066271575	4	32105283	[]
6539	11	261.3636364	0.056890689	7	11096548	[]
6540	11	318	0.079980735	6	15779175	[]
6544	9	254.4444444	0.06389195	5	8147195	[]
6545	11	246.8181818	0.091232518	6	36475003	[]
6550	16	229.5	0.124979532	8	37144866	[]
6552	18	273.3333333	0.109301481	12	34280056	[]
6553	6	205.3333333	0.033667191	6	11120937	[]
6554	17	225.1764706	0.101174383	13	4549806	[]
6560	7	238.1428571	0.080530875	7	33875483	[]
6562	9	167.4444444	0.04767625	4	9958304	[]
6563	39	319.3846154	0.055072339	14	11685880	[]
6566	8	156	0.164195679	4	25788226	[]
6569	11	141.2727273	0.098768674	6	21742422	[]
6570	14	256.0714286	0.089347086	7	36129754	[]
6571	26	257.2692308	0.064585631	11	28955786	[]
6573	12	184.3333333	0.068222216	7	23002150	[]
6577	9	166.7777778	0.07576272	5	6484374	[]
6585	20	237.6	0.074616308	5	9666732	[]
6587	7	254.2857143	0.047401998	5	37133204	[]
6588	9	243.5555556	0.141346327	7	9917768	[]
6591	11	231.0909091	0.040658982	8	31066733	[]
6592	13	146.8461538	0.090806597	5	9270531	[]
6594	26	237.8461538	0.093284816	18	34417832	[]
6595	11	214.4545455	0.170040292	9	37739458	[]
6596	7	293.5714286	0.08086136	5	4192811	[]
6597	6	242.5	0.102782754	5	3001258	[]
6598	6	233.3333333	0.065063439	4	37431079	[]
6600	12	300.9166667	0.045095995	7	30785166	[]
6601	7	310.1428571	0.081173892	6	10419714	[]
6603	7	184.2857143	0.049613848	4	25782878	[]
6604	14	187.5	0.068959073	7	35550906	[]
6608	7	368.1428571	0.098034841	4	31240115	[]
6609	13	281.3076923	0.064602415	6	32350427	[]
6611	19	303.3684211	0.036658767	9	34390101	[]
6617	6	251.5	0.068790055	5	30078150	[]
6618	7	182.2857143	0.118646866	5	30530037	[]
6621	29	360.862069	0.073266253	13	5736831	[]
6622	38	234.2631579	0.070959826	14	28895115	[]
6623	16	233.75	0.060136873	6	30483332	[]
6625	22	340.0909091	0.03320753	11	27664740	[]
6626	11	246.9090909	0.064843188	7	37542193	[]
6627	33	258.6666667	0.055424839	14	29819231	[]
6633	6	201	0.038667551	4	8830066	[]
6635	15	226.2666667	0.066970255	8	36995476	[]
6637	9	265	0.043789745	9	30329438	[]
6638	11	228.6363636	0.034563298	8	35752781	[]
6639	6	191.1666667	0.056043249	4	36621510	[]
6643	19	242	0.143653523	5	16637418	[]
6644	23	258.2608696	0.088572542	13	32052647	[]
6649	8	203.625	0.157370337	4	36508056	[]
6652	11	172.6363636	0.116782985	5	37868551	[]
6653	20	313.25	0.068164282	10	30746303	[]
6654	6	285.1666667	0.185189303	5	29918383	[]
6655	8	243.25	0.06802642	4	4424327	[]
6656	24	283.75	0.098255217	14	17892238	[]
6658	8	176.875	0.067559822	6	28761649	[]
6660	13	441.2307692	0.121856299	4	35234548	[]
6665	10	208.6	0.053101937	4	15632340	[]
6667	7	427.4285714	0.080540072	5	34265452	[]
6668	10	248.1	0.134894756	7	14732281	[]
6670	8	164.375	0.133007943	5	31939163	[]
6672	7	203.7142857	0.118819698	7	11615593	[]
6674	9	381.3333333	0.112109498	5	7007956	[]
6675	16	238	0.062289231	13	36212007	[]
6677	17	298.7647059	0.064715753	10	34280298	[]
6683	12	246.1666667	0.146175689	7	34623634	[]
6684	16	189.5625	0.086940848	5	7657625	[]
6686	6	274.1666667	0.089891564	6	34848240	[]
6693	15	240.3333333	0.080172764	8	19843733	[]
6694	13	294.0769231	0.088623079	7	29878075	[]
6697	17	336.3529412	0.07338774	9	4319167	[]
6699	28	277.75	0.043363359	10	6009881	[]
6700	28	188.7857143	0.080201892	14	18616591	[]
6701	14	322.9285714	0.101343336	10	28794326	[]
6704	8	499	0.066727301	5	29438301	[]
6707	7	274.2857143	0.069999506	7	1664175	[]
6710	12	253.5833333	0.180081945	6	33625173	[]
6711	17	250.2352941	0.062324541	15	6981741	[]
6712	9	204.8888889	0.095205843	7	12887178	[]
6713	8	165.375	0.021951819	5	6502649	[]
6719	7	298.5714286	0.147022528	5	35197808	[]
6721	33	209.2727273	0.084632128	26	36336209	[]
6722	19	302.3684211	0.050129165	4	37133441	[]
6723	9	255.6666667	0.075443264	5	35953020	[]
6726	6	262.1666667	0.058031195	5	14397413	[]
6727	12	251	0.102505314	9	33989141	[]
6730	8	334.875	0.084159761	5	4115877	[]
6732	17	232.2941176	0.068965727	14	20834823	[]
6733	9	331.8888889	0.028021084	8	21788139	[]
6734	23	200.6521739	0.067611792	9	10457737	[]
6735	10	324	0.102096812	4	29819366	[]
6737	19	325.3157895	0.047292402	14	29009040	[]
6740	14	249.8571429	0.112496217	10	36399846	[]
6745	11	230.5454545	0.051567854	8	21383672	[]
6747	8	342.125	0.217810895	5	35655860	[]
6748	24	225.625	0.105292665	13	31357462	[]
6750	9	287.3333333	0.053247727	4	10374667	[]
6751	15	192.1333333	0.028035574	4	13802202	[]
6752	6	197.6666667	0.049645006	5	28558555	[]
6754	19	339.2631579	0.054872675	5	10449407	[]
6755	25	253.88	0.038583202	16	35265990	[]
6756	8	238.375	0.031195578	5	4030089	[]
6757	18	251.3333333	0.02887768	8	19656995	[]
6759	12	355.8333333	0.080023753	9	5856460	[]
6760	6	295.8333333	0.061094468	6	34615158	[]
6762	12	288.25	0.081271137	8	14252158	[]
6763	16	275.6875	0.049067584	7	31176889	[]
6770	11	278.0909091	0.054918376	7	5370589	[]
6771	15	211.8	0.054763192	6	37661145	[]
6774	16	292.75	0.065855767	7	30380644	[]
6776	9	288.4444444	0.046114263	4	12118654	[]
6781	10	247.9	0.155557112	5	35427639	[]
6785	15	183.3333333	0.075297645	7	17818606	[]
6789	6	325.3333333	0.131402722	4	8509123	[]
6790	27	201	0.061218654	13	20530682	[]
6791	29	281.6206897	0.065669607	9	12445097	[]
6794	12	196.0833333	0.118888038	10	34449692	[]
6795	6	157	0.130369135	4	32409639	[]
6798	12	206.25	0.14644223	7	37097170	[]
6800	13	160.4615385	0.025510353	4	29928020	[]
6801	6	177.5	0.068628965	5	33544997	[]
6802	12	280.6666667	0.117569591	6	12265133	[]
6804	9	210.5555556	0.048683501	5	28064017	[]
6805	9	228.7777778	0.094225773	8	37794669	[]
6806	6	275.1666667	0.092643365	5	23543558	[]
6807	19	242.2105263	0.068264801	11	14179715	[]
6808	13	226.7692308	0.184413308	6	35793620	[]
6810	6	343.1666667	0.144722812	6	25516627	[]
6811	12	267.3333333	0.063741982	7	34720389	[]
6812	29	252.3103448	0.060325449	13	13580448	[]
6813	18	256	0.092122068	5	38065609	[]
6814	15	212.2	0.052092148	4	6147121	[]
6815	9	268.3333333	0.100765713	4	28812781	[]
6816	18	257.3888889	0.061429089	5	28603269	[]
6819	8	191.75	0.092123765	6	12487321	[]
6821	9	192.3333333	0.039974069	4	31320751	[]
6822	17	207.8823529	0.054769264	8	18679080	[]
6825	10	187	0.047967669	4	13288220	[]
6826	11	201.5454545	0.137733378	5	29919486	[]
6829	18	269.2777778	0.041986305	13	22615645	[]
6832	13	261.1538462	0.084398431	11	14484568	[]
6836	9	189.7777778	0.042260877	5	29643116	[]
6840	12	252.3333333	0.061942906	7	18868635	[]
6843	9	411.4444444	0.10610875	5	17247260	[]
6845	15	260.5333333	0.025803545	5	28109136	[]
6846	14	345.0714286	0.088040966	10	35545158	[]
6847	20	256.3	0.061952363	11	24342004	[]
6850	10	189.2	0.043990777	5	32055636	[]
6851	22	313.3636364	0.057928161	7	13186269	[]
6854	6	228.3333333	0.081740632	4	27956302	[]
6855	10	204.8	0.050239413	4	29276036	[]
6856	11	222.5454545	0.101881971	7	35636322	[]
6860	13	289.4615385	0.097744733	11	29937021	[]
6861	9	238.7777778	0.09618066	6	33483177	[]
6863	14	200.3571429	0.090968394	6	30694703	[]
6864	7	157.5714286	0.044381121	4	17891089	[]
6869	21	295.3333333	0.096059179	8	35822825	[]
6870	6	225.5	0.100139497	5	40188723	[]
6874	19	254.1052632	0.1025843	9	3372354	[]
6877	10	279.6	0.080331304	4	5862751	[]
6878	6	203.6666667	0.049257503	4	15294902	[]
6880	18	210.4444444	0.050575694	5	5651575	[]
6881	21	203.4761905	0.073274889	6	27933397	[]
6882	18	258.6111111	0.116804118	4	7364165	[]
6883	17	247.7058824	0.07637429	9	15076165	[]
6884	10	213.9	0.055015105	4	14374865	[]
6886	16	287.8125	0.044854074	10	35032623	[]
6888	8	366.875	0.079023891	5	12970197	[]
6890	11	235.7272727	0.106790406	9	15971403	[]
6892	30	270.6333333	0.070742072	11	33696116	[]
6894	8	382.875	0.109219748	5	12804168	[]
6896	14	262.6428571	0.082534003	4	35699167	[]
6897	22	277.9090909	0.040366201	7	8545769	[]
6898	20	217.25	0.081070553	10	31567108	[]
6899	6	148.1666667	0.070346806	4	8044631	[]
6900	8	197.125	0.046121691	5	15597339	[]
6901	19	269.6842105	0.090982058	14	30321787	[]
6902	8	144.375	0.075063768	6	36539110	[]
6903	13	318.5384615	0.061863313	6	11919050	[]
6906	6	166.5	0.050448302	4	28598967	[]
6908	19	317.2105263	0.059079713	11	23422718	[]
6909	7	257.8571429	0.093061085	6	31560311	[]
6910	16	206.3125	0.16302757	10	34852664	[]
6915	7	331.8571429	0.028638701	5	1113173	[]
6916	7	298.2857143	0.041257997	4	6231232	[]
6920	19	243.1578947	0.178608835	9	37567941	[]
6924	15	218.4666667	0.09574692	11	35096250	[]
6925	6	205.3333333	0.063137018	5	28840412	[]
6926	11	402.0909091	0.099109664	8	12297573	[]
6927	17	194.1176471	0.123634958	8	28397177	[]
6928	17	201.0588235	0.044637842	10	20211835	[]
