	class_count	expression_avg	happy_avg	stu_count	tea_id	tags
10953	19	205	0.096862565	4	11832502	[]
10956	7	313.1428571	0.044171027	4	6237567	[]
10957	6	160.3333333	0.039190651	6	3780961	[]
10960	23	248.6086957	0.049915382	6	12012673	[]
10961	23	271	0.107528146	11	13374033	[]
10962	20	171.15	0.071789366	5	20887520	[]
10963	20	220.7	0.053606948	9	19842855	[]
10965	11	224.0909091	0.068007377	6	8286208	[]
10966	11	261.8181818	0.032600335	7	31178827	[]
10971	18	181.7222222	0.084148076	7	17120947	[]
10972	9	186.6666667	0.088662867	4	13156184	[]
10973	11	230.6363636	0.115679965	4	13090867	[]
10974	15	186.4	0.023514679	6	17388560	[]
10975	10	275.2	0.046088466	5	17637861	[]
10976	12	311.75	0.143649614	7	13127297	[]
10979	6	220.8333333	0.062822468	5	11855414	[]
10980	10	303.5	0.02824839	4	8723345	[]
10982	23	252.2173913	0.08331862	9	5931240	[]
10983	7	217	0.042782089	5	12049075	[]
10990	6	213.1666667	0.052455986	5	2695156	[]
10993	6	233	0.061333177	5	10454000	[]
10995	25	298.96	0.057058566	11	22958180	[]
10997	16	228.375	0.076820392	7	3219405	[]
10998	7	217.1428571	0.042796096	5	10838995	[]
10999	16	252.9375	0.166226893	4	11100776	[]
11000	22	269.1818182	0.042214453	12	12781225	[]
11002	10	288.9	0.053367878	10	15039641	[]
11003	6	192.1666667	0.105380283	5	37834793	[]
11005	21	248.7142857	0.083029768	8	36998037	[]
11009	16	289.375	0.084170871	10	23203751	[]
11010	9	197.4444444	0.041303951	4	1385032	[]
11016	10	263	0.074175351	8	29691902	[]
11017	6	232.6666667	0.110091911	6	4882677	[]
11022	13	246.5384615	0.033301911	4	17635220	[]
11024	11	202.3636364	0.068047333	8	13267592	[]
11025	22	305.2272727	0.081690441	6	36816391	[]
11026	19	230.5789474	0.126005985	15	34790008	[]
11027	6	236.8333333	0.09545627	5	10802476	[]
11028	19	281.0526316	0.066619962	14	29203126	[]
11029	17	283.2352941	0.04595994	7	29036444	[]
11030	28	195.6428571	0.122081451	7	30075076	[]
11031	25	294.44	0.055254987	11	29559787	[]
11035	10	220.9	0.028146505	5	15411798	[]
11036	8	386.375	0.050475709	5	11171064	[]
11039	17	465.1764706	0.095086552	7	28366898	[]
11041	9	266	0.075694108	5	14367745	[]
11042	25	165.44	0.044412847	6	25481317	[]
11045	29	278.3448276	0.071327811	12	29565965	[]
11046	19	235.2105263	0.093683666	13	36131795	[]
11050	6	195.5	0.124050951	6	36699969	[]
11051	6	148.5	0.043270149	5	38226216	[]
11053	11	217.0909091	0.094541304	6	4612188	[]
11056	23	209.6521739	0.080230214	7	20262834	[]
11061	14	234.2857143	0.097826626	7	12541277	[]
11062	20	234.5	0.062757248	6	28230479	[]
11065	12	465.3333333	0.070489274	5	14818369	[]
11067	16	236.125	0.120032094	12	13355530	[]
11068	11	176.1818182	0.034649121	6	10339653	[]
11072	17	238.4705882	0.075728876	11	12096347	[]
11073	10	169.8	0.064294806	5	33589946	[]
11076	15	169.5333333	0.145153939	7	34046645	[]
11077	12	297.25	0.062059055	5	9688077	[]
11078	13	229.3846154	0.088280771	9	26367998	[]
11079	13	142.1538462	0.022723511	4	10535945	[]
11081	20	286.85	0.081394498	11	18558999	[]
11086	10	291.3	0.113335434	6	29371634	[]
11087	14	235.6428571	0.085625675	10	17806439	[]
11088	24	252.7083333	0.047531219	6	4289630	[]
11089	18	251.9444444	0.06198408	14	5483284	[]
11091	13	208.9230769	0.051478162	4	6399313	[]
11093	15	379.6666667	0.052456707	6	8971922	[]
11096	10	229.9	0.083985103	5	6538148	[]
11097	7	186	0.055789729	5	35336611	[]
11099	6	217.3333333	0.046592433	4	6341557	[]
11101	19	235.4210526	0.0767894	11	32111812	[]
11102	9	168.4444444	0.08484204	5	10299282	[]
11103	11	224.7272727	0.068302126	8	19696899	[]
11105	9	173.6666667	0.028701097	4	14963723	[]
11106	6	292.1666667	0.096689245	4	37327904	[]
11111	17	207.1764706	0.086978755	12	26424285	[]
11112	7	220.8571429	0.133526049	4	37392186	[]
11114	13	172.6153846	0.081636107	6	11614772	[]
11115	22	248.1363636	0.07773732	11	9026148	[]
11116	12	258.4166667	0.038095138	4	26271153	[]
11118	18	210.1111111	0.037126019	6	29720498	[]
11119	9	213.5555556	0.1029487	5	5655590	[]
11121	13	183	0.06721418	5	11134244	[]
11122	19	296.3684211	0.060276446	14	37270419	[]
11123	18	287.8888889	0.059900916	6	15217000	[]
11127	14	307.5	0.069992107	5	28600715	[]
11128	24	191	0.062523283	12	20538239	[]
11129	19	180.4736842	0.120737161	9	10766035	[]
11130	22	251.8181818	0.089497473	10	25307030	[]
11132	12	179.75	0.065364195	8	27227256	[]
11133	27	260.3703704	0.06677509	11	23621925	[]
11137	19	192.0526316	0.05284206	11	16739670	[]
11138	11	344.1818182	0.129508279	5	14332584	[]
11140	10	259.6	0.077866171	6	28844457	[]
11142	11	271.3636364	0.087879189	6	15113078	[]
11143	19	206	0.073214533	8	30790572	[]
11145	8	244.625	0.123649153	6	6482591	[]
11146	12	270.75	0.123461017	4	3382749	[]
11148	15	266.9333333	0.108286296	8	5906879	[]
11149	12	282.4166667	0.095810508	5	7163546	[]
11150	6	288.5	0.03418189	5	28558329	[]
11152	14	217.6428571	0.060712845	5	2428193	[]
11153	14	218.5714286	0.161922469	7	34017904	[]
11155	22	227.0454545	0.049638872	6	4604309	[]
11157	14	185.6428571	0.098151003	7	28328026	[]
11161	6	166.6666667	0.040692212	5	7511336	[]
11162	13	243.6153846	0.095635281	5	9914154	[]
11163	16	201.3125	0.128330425	9	29070359	[]
11165	8	203.375	0.08595875	7	35925959	[]
11166	11	253.8181818	0.063495005	6	9109144	[]
11167	13	313.2307692	0.084811027	5	36734082	[]
11168	10	269	0.097420591	4	13352799	[]
11170	11	212.3636364	0.063996364	7	11903872	[]
11171	10	161	0.054679121	5	10541814	[]
11173	8	195.75	0.038037198	5	28314225	[]
11175	13	270.6153846	0.092560487	7	25223916	[]
11177	21	313.8095238	0.098396689	10	5200872	[]
11178	11	353.1818182	0.066209603	6	11790194	[]
11180	22	244.1363636	0.056063701	7	6592966	[]
11181	22	273.3181818	0.121635582	7	28554633	[]
11182	15	303.6	0.052225542	11	16438336	[]
11184	24	159.875	0.040416584	6	5626027	[]
11185	17	265.0588235	0.115924658	11	19521006	[]
11189	10	203.4	0.054035336	5	10048031	[]
11191	7	264.7142857	0.091296792	5	24816120	[]
11193	8	342.75	0.04332885	6	6564664	[]
11194	8	298.875	0.05440936	7	34376764	[]
11201	12	256.3333333	0.091193182	9	19884670	[]
11202	21	278.1428571	0.043573492	4	23709196	[]
11204	14	192.5	0.112779868	4	12518541	[]
11208	12	224.1666667	0.042625725	12	17892571	[]
11211	8	254.5	0.068155091	6	17842589	[]
11216	26	264.9615385	0.052675624	13	28364872	[]
11217	12	212.25	0.06837019	4	30149696	[]
11218	19	268.3157895	0.05547693	9	31613284	[]
11222	27	210.1851852	0.077956703	14	7056317	[]
11223	15	225	0.13046379	6	30394694	[]
11224	20	282.05	0.117877603	4	9231445	[]
11225	7	217.8571429	0.05470478	5	6520163	[]
11226	23	321.4347826	0.068380648	13	24760458	[]
11232	8	320.5	0.10457367	4	36845314	[]
11234	8	303.25	0.063952399	5	10975004	[]
11235	12	197.6666667	0.122767343	5	6659712	[]
11236	17	149.5882353	0.069498896	13	33831781	[]
11238	15	196.3333333	0.047925941	4	24621779	[]
11239	6	194	0.08288843	5	34580394	[]
11240	6	386.8333333	0.108504694	5	17393055	[]
11241	6	388.8333333	0.068488055	6	30675110	[]
11243	8	302.625	0.053541824	6	10109164	[]
11245	11	290.9090909	0.172473201	4	22369670	[]
11246	12	193.6666667	0.063301601	10	21381696	[]
11247	13	509.9230769	0.055456473	4	33782281	[]
11248	12	222.25	0.055201901	4	8485618	[]
11251	6	260.1666667	0.163201937	6	27935031	[]
11252	21	276.4285714	0.077469685	12	34581211	[]
11253	8	253.125	0.077083278	4	10726860	[]
11254	24	249.5833333	0.044292939	16	19332057	[]
11258	16	341.125	0.109311581	5	31996918	[]
11259	10	239	0.120028017	9	4406965	[]
11260	16	296	0.069810258	11	14964791	[]
11262	13	203.9230769	0.035799293	4	15780400	[]
11263	7	399.2857143	0.132096011	4	5484272	[]
11265	15	266.6	0.050804733	4	1955020	[]
11266	16	331.625	0.064988395	6	5823512	[]
11273	11	262.5454545	0.130492145	5	37631564	[]
11276	6	220.1666667	0.035996855	4	15035287	[]
11280	7	235	0.03992732	4	4385434	[]
11281	13	229.8461538	0.047861395	7	28516335	[]
11282	8	299.25	0.068042392	5	15443145	[]
11284	18	253.9444444	0.041306885	7	3395014	[]
11286	14	345.1428571	0.055896218	7	33875078	[]
11287	22	235.8181818	0.069896399	15	34723145	[]
11291	34	228.5588235	0.072184515	14	21897512	[]
11292	10	213.3	0.169202416	4	16998360	[]
11293	6	310.3333333	0.137722373	4	2161169	[]
11294	13	197.0769231	0.056575457	11	11949081	[]
11297	10	362.8	0.035354301	6	26805748	[]
11298	9	255.8888889	0.09528872	4	37456129	[]
11299	11	311.5454545	0.057500682	8	24706642	[]
11301	28	377.3571429	0.046562058	10	13056616	[]
11302	15	219.1333333	0.052266229	12	13576961	[]
11306	31	212.5483871	0.050249257	12	33876116	[]
11307	6	281	0.094102748	4	27820820	[]
11310	9	270.5555556	0.079221816	4	6388045	[]
11311	16	236.9375	0.132843128	12	2152535	[]
11314	8	224.875	0.058883069	7	28715278	[]
11315	16	219.625	0.069350651	9	10701492	[]
11319	7	171.7142857	0.058589811	4	9622323	[]
11320	8	192.375	0.105420193	5	28477034	[]
11323	7	391.8571429	0.124343961	4	14711716	[]
11328	15	297.8666667	0.130291394	5	27170014	[]
11329	15	336.0666667	0.106375839	7	6202110	[]
11330	19	241.5789474	0.056542964	13	9711941	[]
11333	26	228.8076923	0.081129744	5	3219361	[]
11335	20	240.2	0.087504401	16	30750614	[]
11336	16	285.5	0.090470873	10	30040116	[]
11337	17	184.2941176	0.088555468	10	34237359	[]
11339	12	276.6666667	0.092234586	9	30428799	[]
11341	16	218.75	0.067007807	5	3231010	[]
11342	11	234.2727273	0.131136139	9	26017827	[]
11343	13	344.8461538	0.065464215	6	30111133	[]
11344	24	235.5416667	0.055131583	19	11574603	[]
11345	29	259.4482759	0.057474145	10	27482452	[]
11347	6	231.6666667	0.144036641	4	36367012	[]
11348	19	274.4736842	0.022592529	11	29175879	[]
11349	9	256.7777778	0.084843108	9	13537621	[]
11350	10	214.8	0.11591635	8	34808847	[]
11354	17	208.4117647	0.083714046	10	12407076	[]
11355	16	292.125	0.063606888	7	36917126	[]
11356	19	296.7368421	0.040910794	7	4652039	[]
11357	16	148.8125	0.097276498	9	31335949	[]
11358	7	270.2857143	0.053468744	6	15556636	[]
11360	7	192.1428571	0.056983321	5	15628936	[]
11361	10	276.8	0.103453883	9	34799392	[]
11363	12	419.1666667	0.027326372	4	26160694	[]
11365	18	278.3888889	0.093925695	8	30374161	[]
11370	12	343.5833333	0.050383906	10	4439486	[]
11371	9	265.4444444	0.052789652	7	361	[]
11372	8	208.875	0.112731467	4	7007540	[]
11377	11	221.0909091	0.089239117	8	25454476	[]
11379	38	258.1315789	0.076714487	24	11826994	[]
11380	19	302.0526316	0.057408195	10	27068489	[]
11381	10	244	0.090298693	6	14528784	[]
11382	32	233.21875	0.108937127	19	33482020	[]
11383	6	176.1666667	0.059240055	6	30653824	[]
11385	28	197.1428571	0.05459787	13	18660523	[]
11386	11	232.4545455	0.10867788	10	13392179	[]
11388	16	246.875	0.114387387	9	18450233	[]
11389	13	172.3846154	0.088263	9	25035311	[]
11390	8	230.625	0.05831463	6	19283785	[]
11392	6	247.6666667	0.053127935	6	17310287	[]
11393	8	262.875	0.117691279	4	14791645	[]
11395	16	302.3125	0.058743274	8	30040271	[]
11398	6	358.8333333	0.058773686	4	13162970	[]
11402	21	216.6190476	0.066847807	6	6656514	[]
11406	36	263.4722222	0.085660313	18	25863383	[]
11408	24	329.8333333	0.028893271	6	28243973	[]
11409	12	219.4166667	0.036713933	5	3845495	[]
11410	14	226.8571429	0.097964384	7	11101174	[]
11411	13	242.4615385	0.067981885	5	38131278	[]
11413	13	254.7692308	0.041383793	7	19839918	[]
11414	9	320.5555556	0.04669331	7	27320280	[]
11415	8	240.25	0.096310322	7	10392324	[]
11416	11	310.2727273	0.154579611	7	36889220	[]
11417	14	177.3571429	0.099855344	6	36783498	[]
11419	15	376.2	0.052843715	5	3213703	[]
11420	13	138.4615385	0.043533347	4	29746223	[]
11421	14	213.4285714	0.080227684	6	16648632	[]
11424	19	240.5789474	0.135916109	5	7869495	[]
11425	8	245.375	0.112235455	8	12394452	[]
11426	19	221.5263158	0.071165177	8	16157510	[]
11428	15	220.2666667	0.075465617	5	16275776	[]
11429	17	251.9411765	0.099395262	6	35230096	[]
11430	6	362.8333333	0.059458172	6	4891771	[]
11431	18	195.1111111	0.067548484	6	29824217	[]
11432	6	165.3333333	0.104264081	4	27435953	[]
11433	19	135.4210526	0.071441077	7	18893008	[]
11434	12	291.5833333	0.133292226	8	32111494	[]
11435	6	271.5	0.08829585	4	31877125	[]
11437	23	471.4782609	0.048724156	5	6745339	[]
11441	18	187.3333333	0.146635898	6	35041584	[]
11442	15	246.8	0.099361961	7	28516177	[]
11444	54	205.1851852	0.04922202	28	4294373	[]
11446	8	337.5	0.067149462	7	16811269	[]
11447	6	233.6666667	0.061771269	6	8304416	[]
11448	9	177.3333333	0.047190695	5	4451066	[]
11449	35	259.2	0.046740207	20	34205964	[]
11450	18	210.8333333	0.080644704	16	32486675	[]
11451	16	444.4375	0.094087679	7	11769741	[]
11452	11	191.5454545	0.036262578	6	18795135	[]
11454	27	296.1111111	0.078355154	13	28443441	[]
11455	28	317.2142857	0.061585149	8	32538048	[]
11457	22	299.0454545	0.058473858	9	37604895	[]
11458	7	218.4285714	0.078337475	5	16195825	[]
11459	12	199.3333333	0.081380076	4	28891056	[]
11460	10	255	0.079604822	5	17036498	[]
11461	38	247.2368421	0.083957315	14	31177587	[]
11465	6	310.1666667	0.104954307	5	23788470	[]
11466	18	279.5555556	0.084250612	5	5233784	[]
11468	12	192.75	0.095109901	4	14849577	[]
11471	12	294.0833333	0.101503126	6	14750844	[]
11473	9	224.3333333	0.040152506	7	11898233	[]
11474	20	223.15	0.038468222	8	24436761	[]
11475	11	184.3636364	0.083293149	7	4096229	[]
11476	15	452.5333333	0.053298313	6	21894777	[]
11477	12	320.25	0.089996317	6	16451570	[]
11479	29	224.3793103	0.063236358	16	19753093	[]
11481	20	261.85	0.034527171	7	11258746	[]
11482	17	306	0.062405775	11	36034444	[]
11483	9	186.2222222	0.053629734	5	31293271	[]
11484	12	260.0833333	0.097329169	9	30511542	[]
11485	29	179.862069	0.056517437	4	3693040	[]
11487	10	245.7	0.013888955	4	34080298	['enhance_happyness']
11489	28	304.1785714	0.083116544	12	32484451	[]
11490	13	348	0.058304475	5	4805986	[]
11491	12	217.5833333	0.056135647	6	25704231	[]
11492	12	220.5	0.108476034	10	36098121	[]
11493	15	236.1333333	0.082391624	8	6441768	[]
11494	8	263.125	0.06295695	4	4325671	[]
11495	11	249	0.094393455	8	14446926	[]
11496	22	244	0.056912979	8	37123878	[]
11497	13	260.0769231	0.105550385	5	10657073	[]
11498	14	363.2142857	0.170827619	7	30426223	[]
11499	20	297.3	0.071141736	11	23923320	[]
11500	19	252.1578947	0.055712106	15	5332151	[]
11501	14	341.4285714	0.108947048	6	10492016	[]
11502	16	265.6875	0.042221724	9	13184301	[]
11504	6	218.5	0.062208021	7	3752319	[]
11511	17	215.7058824	0.054070923	10	13065211	[]
11513	24	225.5416667	0.049891082	14	28534908	[]
11514	13	142.6923077	0.110447574	6	8657036	[]
11515	16	212.9375	0.083824629	10	35931162	[]
11516	8	301.25	0.074060972	6	13905068	[]
11517	32	283.25	0.092292479	13	32112907	[]
11518	7	166.1428571	0.069740582	4	30485317	[]
11519	6	253.8333333	0.080711944	4	15727522	[]
11524	21	202.7142857	0.088919025	10	36492612	[]
11528	17	188.4705882	0.049558471	10	22285810	[]
11530	15	207.3333333	0.063512717	13	35265079	[]
11536	11	212.3636364	0.060273315	10	20637587	[]
11538	7	311.7142857	0.111674142	6	9441441	[]
11540	14	198.0714286	0.166932278	9	29512259	[]
11541	6	174.3333333	0.088455514	5	6385740	[]
11544	7	235.1428571	0.15883291	5	3452681	[]
11545	6	202.5	0.068084165	4	23374758	[]
11549	24	204.2916667	0.045080374	11	30110150	[]
11551	10	211	0.029658428	4	4817339	[]
11552	18	285.8888889	0.167505301	12	14973645	[]
11556	9	199	0.077448908	4	17316899	[]
11570	28	293.5	0.054536903	11	11857963	[]
11572	18	249.6666667	0.11454412	10	9964691	[]
11573	6	308.5	0.034468136	6	4275135	[]
11575	8	192.75	0.10893426	6	8506454	[]
11576	23	304.4782609	0.051979845	10	36508006	[]
11580	10	216.9	0.077775713	8	34919635	[]
11583	33	309.2424242	0.104319367	15	30432402	[]
11584	18	294.2222222	0.074250774	11	23924311	[]
11585	9	312.3333333	0.032551177	7	12486793	[]
11586	23	248.6521739	0.104385903	12	26830924	[]
11587	20	348.65	0.067843524	5	17676382	[]
11588	15	244.6666667	0.017761959	6	24379246	['enhance_happyness']
11589	14	368.5	0.101504173	5	17082493	[]
11590	9	195.8888889	0.052975033	5	13216113	[]
11591	10	214.9	0.036985485	6	14570475	[]
11594	17	347.8235294	0.055165536	8	8109066	[]
11597	10	296.2	0.074794219	8	35005824	[]
11599	14	312.3571429	0.107802377	5	35109251	[]
11600	8	321.125	0.060891406	6	9541862	[]
11602	21	170	0.033073667	7	6320604	[]
11603	12	257.9166667	0.116080493	5	14272940	[]
11605	15	298.9333333	0.060143195	8	21899788	[]
11608	10	308.3	0.044178077	4	5051366	[]
11609	10	341.3	0.093488688	8	25284567	[]
11612	14	188	0.062725844	8	7735402	[]
11616	9	259	0.046432302	7	14744166	[]
11617	17	210.3529412	0.080949707	5	29224445	[]
11621	15	227.1333333	0.031891875	6	20626842	[]
11622	30	193.5333333	0.091977719	10	10572464	[]
11624	8	195.75	0.049999054	7	11761589	[]
11625	32	205.84375	0.076311214	9	8412718	[]
11626	15	295.8666667	0.06176554	5	31748995	[]
11628	13	226.6923077	0.080972286	7	30648010	[]
11629	6	308	0.089092572	6	13441690	[]
11633	10	244.2	0.062389595	7	37769269	[]
11634	15	328.6	0.083277678	9	11473161	[]
11637	11	214.4545455	0.094254573	6	36484414	[]
11640	15	226.4	0.048045783	10	21374513	[]
11642	8	233.875	0.06151093	5	14063139	[]
11643	14	260.2142857	0.060700804	10	17505561	[]
11645	18	549.7777778	0.089179313	6	7735490	[]
11647	15	216	0.103964013	10	26126344	[]
11648	7	246.5714286	0.099733929	4	15303342	[]
11652	29	263.0344828	0.060785064	19	35847910	[]
11656	8	212.75	0.043868955	6	28666813	[]
11657	17	259.1176471	0.08575325	10	10419621	[]
11658	23	291.9130435	0.042370501	8	11668905	[]
11659	25	268.92	0.106333637	12	35777154	[]
11660	8	175.25	0.19379376	5	6644634	[]
11665	19	147.7894737	0.043910037	6	15174820	[]
11672	14	248.1428571	0.09686927	10	14624772	[]
11673	8	348.375	0.051272107	6	29940077	[]
11674	9	248.5555556	0.080557998	9	29971968	[]
11675	6	397	0.091846837	5	37612344	[]
11676	10	186.3	0.038210051	5	6567006	[]
11683	12	215.8333333	0.076428276	7	13339525	[]
11685	9	187.6666667	0.071311384	5	27377064	[]
11687	14	439.7857143	0.065810096	5	17891132	[]
11688	12	269	0.079530215	8	23258222	[]
11690	17	175.3529412	0.086604067	8	16276844	[]
11693	13	183.6923077	0.146144991	7	36566249	[]
11694	7	321	0.101168617	5	17135116	[]
11696	9	279	0.061658397	5	20888531	[]
11698	17	229.1176471	0.133995204	7	15112513	[]
11701	21	282.047619	0.041803113	7	8141396	[]
11703	19	236.4736842	0.066412329	10	8074336	[]
11707	13	181.6923077	0.083344546	9	36436092	[]
11708	6	250.5	0.071547999	4	17538623	[]
11712	19	180.1052632	0.041591882	4	25410470	[]
11720	9	499.7777778	0.054720272	4	5460237	[]
11721	7	265	0.089239648	6	25015970	[]
11723	23	267.2173913	0.106227686	8	11754703	[]
11724	11	200.1818182	0.103101692	6	17494436	[]
11727	10	243.3	0.087010728	5	20203199	[]
11728	6	346.6666667	0.07361944	4	8471788	[]
11731	9	179	0.075145038	5	30328186	[]
11733	7	211.4285714	0.051095929	5	33646929	[]
11734	10	183.9	0.043620227	4	29425725	[]
11736	19	235.8421053	0.079822309	8	34080264	[]
11744	10	179.4	0.066017892	5	30005046	[]
11746	9	180.3333333	0.117150216	5	3128025	[]
11747	11	270.7272727	0.100007137	6	27541889	[]
11748	15	167.6	0.282572888	9	29721713	[]
11754	10	210.6	0.110276381	8	34329769	[]
11755	20	194.85	0.103557835	12	10581459	[]
11760	8	99	0.063189683	4	32111029	['enhance_expression']
11761	13	161.4615385	0.076467679	4	9313758	[]
11762	13	351.0769231	0.054570199	9	35299771	[]
11763	11	212.1818182	0.049948973	6	28794390	[]
11764	7	238	0.112637606	6	29538018	[]
11767	14	313.1428571	0.18182464	8	7781152	[]
11768	12	233.0833333	0.098777542	8	36394029	[]
11772	15	265.2	0.113065595	9	22981644	[]
11774	11	302.4545455	0.084205708	9	13372556	[]
11776	6	257	0.147095769	6	21917779	[]
11777	9	247.8888889	0.128583226	4	6229558	[]
11783	17	326.6470588	0.045112471	12	25082172	[]
11791	11	298.5454545	0.130220164	7	24981933	[]
11795	7	234.2857143	0.124671429	7	29171892	[]
11796	13	332.1538462	0.093615663	9	35616247	[]
11797	11	246.5454545	0.088355067	4	15482199	[]
11798	10	210.5	0.072722384	8	33818544	[]
11799	11	264.8181818	0.052671524	4	6083138	[]
11802	14	295.1428571	0.065581147	4	37225922	[]
11804	11	248	0.08743629	7	14629962	[]
11805	22	319.0909091	0.081753406	15	28557387	[]
11806	8	211.75	0.046381329	5	16472090	[]
11808	16	328.6875	0.072589808	6	24513428	[]
11811	11	157	0.094978758	8	37669073	[]
11812	6	213.6666667	0.123966726	5	5700003	[]
11813	14	272	0.112345235	11	26830523	[]
11814	11	205	0.098123694	4	37976934	[]
11815	8	293.75	0.039526493	6	7032113	[]
11818	7	175.8571429	0.04346259	5	29010958	[]
11821	7	245.5714286	0.099990399	4	15140964	[]
11822	12	202.5833333	0.094909332	10	36880429	[]
11826	16	241.8125	0.088702714	8	31712989	[]
11830	15	351.2	0.047340634	6	9378444	[]
11834	17	217.2352941	0.099194194	4	8502477	[]
11835	14	198.5	0.072576666	13	33021640	[]
11836	16	284.9375	0.102748494	8	34579513	[]
11837	7	303.2857143	0.141826048	5	4853421	[]
11838	18	224.9444444	0.042154721	9	8522506	[]
11841	11	227.7272727	0.113508817	8	15339660	[]
11843	21	306.7619048	0.044609713	6	13823354	[]
11850	26	218.8076923	0.120611879	16	6363119	[]
11852	12	214.0833333	0.088184497	8	5953422	[]
11853	14	289.3571429	0.111478978	8	3227206	[]
11854	11	252.1818182	0.082134035	5	35889396	[]
11857	13	277.7692308	0.050185979	9	36211471	[]
11859	11	286.1818182	0.09282778	6	37998352	[]
11860	17	295.5294118	0.071197835	5	27753070	[]
11864	7	216.1428571	0.055770988	7	36036737	[]
11867	10	373.8	0.058244016	7	36092104	[]
11869	12	199.3333333	0.082248738	7	35997546	[]
11870	10	292.3	0.097914572	7	8889307	[]
11874	7	390	0.035485245	4	2518214	[]
11875	18	305.2222222	0.039909922	10	19238312	[]
11879	10	303.4	0.058539286	4	6835458	[]
11882	13	333.1538462	0.068969741	9	6926482	[]
11883	18	287.5	0.045282314	8	10170688	[]
11886	10	268.2	0.088945849	6	15183533	[]
11890	15	283	0.0544188	9	30483931	[]
11892	6	216.6666667	0.136251762	6	11684801	[]
11897	12	217.5	0.081863894	9	23168789	[]
11902	11	242.1818182	0.128552584	4	29940457	[]
11905	17	214.5294118	0.097418689	12	23981181	[]
11906	6	309.8333333	0.058556186	4	31178026	[]
11915	8	290.625	0.050554419	5	35699085	[]
11916	11	317.8181818	0.02841633	7	1533946	[]
11922	13	217.5384615	0.077179778	4	32301194	[]
11924	18	147.8888889	0.066618463	7	1988659	[]
11927	18	218.6666667	0.059607221	10	19291086	[]
11932	42	228.047619	0.075476393	14	26634255	[]
11936	21	206.6666667	0.040421016	4	1802929	[]
11938	17	269.5882353	0.054587247	14	28781513	[]
11939	10	371.3	0.042332241	4	6880922	[]
11940	10	185.3	0.061722916	6	7178118	[]
11941	12	364.8333333	0.083416172	10	23423775	[]
11942	8	285.25	0.056988166	6	32412570	[]
11947	12	189.6666667	0.055394576	4	26205287	[]
11948	41	227.195122	0.108000515	23	36957687	[]
11949	9	231.1111111	0.077358054	5	28572073	[]
11952	9	291	0.094637012	7	14527990	[]
11955	18	300.2222222	0.063289912	11	29075022	[]
11956	19	176.5263158	0.047731911	10	34884935	[]
11958	17	223.2941176	0.057603886	4	19124222	[]
11959	7	244.7142857	0.080135609	4	19938336	[]
11962	33	276.3030303	0.117068892	10	36996682	[]
11963	14	256.3571429	0.112093729	8	35507821	[]
11964	6	225.5	0.124104771	4	12702020	[]
11970	19	278.8947368	0.060594306	11	25579255	[]
11971	13	248.6923077	0.106563319	7	30005685	[]
11972	13	207.3846154	0.053708985	9	7474946	[]
11975	16	225.5625	0.106522419	10	33651784	[]
11976	7	244.5714286	0.116063035	6	10537338	[]
11980	8	301.625	0.126199701	5	35739292	[]
11981	8	144.75	0.078679721	5	15332634	[]
11982	18	224.3333333	0.097144952	12	28840219	[]
11984	10	322.5	0.11800986	8	37379453	[]
11985	8	351.375	0.042046202	5	4049660	[]
11986	13	327.9230769	0.067842502	9	32479035	[]
11988	8	269.875	0.103043233	4	37632825	[]
11989	9	201.8888889	0.039681389	7	13647849	[]
11991	39	296.4358974	0.077628652	30	28898235	[]
11993	6	248.6666667	0.102368648	6	9311497	[]
11994	15	231.9333333	0.045583231	11	28655264	[]
11997	42	253.8809524	0.056451863	14	10947195	[]
11999	13	626.5384615	0.074579635	4	34187525	[]
12000	12	237.9166667	0.037081718	7	12372315	[]
12003	6	350	0.081095193	4	5737090	[]
12005	8	350.375	0.078599504	5	24645641	[]
12006	9	271.2222222	0.05507158	6	29919974	[]
12009	7	212.2857143	0.065188473	4	39544275	[]
12014	12	245.9166667	0.0690868	4	19656914	[]
12025	32	279.96875	0.118540912	20	38157823	[]
12027	8	343	0.098647555	6	34146169	[]
12034	8	273.5	0.051267144	7	25219532	[]
12036	15	180.0666667	0.091923704	7	30234974	[]
12040	11	259.4545455	0.07800998	7	34530478	[]
12042	13	210.3846154	0.10335876	8	35580872	[]
12043	23	279	0.051715883	8	37271810	[]
12049	7	161.5714286	0.047003356	6	11279896	[]
12050	9	195.1111111	0.125590899	6	24780856	[]
12051	9	181.3333333	0.174725301	6	3463952	[]
12053	12	232.0833333	0.070823555	4	36535011	[]
12054	14	216.7142857	0.070950447	10	5234189	[]
12057	11	213.4545455	0.074887337	7	33950033	[]
12058	10	274.6	0.1003322	6	29780970	[]
12060	7	355.4285714	0.012975688	5	29513061	['enhance_happyness']
12062	6	199	0.102258723	4	33916535	[]
12065	14	177	0.060879088	7	36538940	[]
12073	29	189.1034483	0.10762306	13	30281552	[]
12074	13	282.6153846	0.08976235	8	30705116	[]
12077	6	324.8333333	0.050180821	6	3141040	[]
12080	8	188.75	0.149794737	5	33024397	[]
12081	6	199.6666667	0.057903873	4	11860067	[]
12082	6	192.8333333	0.066442329	5	2610810	[]
12084	8	248.875	0.102132521	5	27168535	[]
12088	10	261.9	0.104003938	8	35231197	[]
12089	21	230.8095238	0.12798887	10	27399389	[]
12093	17	177.7647059	0.086494495	12	28651363	[]
